,team,state,count
745,Memphis Grizzlies,New York,2
746,Memphis Grizzlies,North Carolina,0
747,Memphis Grizzlies,North Dakota,0
748,Memphis Grizzlies,Ohio,2
749,Memphis Grizzlies,Oklahoma,0
750,Memphis Grizzlies,Oregon,0
751,Memphis Grizzlies,Other,16
752,Memphis Grizzlies,Pennsylvania,1
753,Memphis Grizzlies,Rhode Island,0
754,Memphis Grizzlies,South Carolina,0
755,Memphis Grizzlies,South Dakota,0
756,Memphis Grizzlies,Tennessee,9
757,Memphis Grizzlies,Texas,1
758,Memphis Grizzlies,Utah,0
759,Memphis Grizzlies,Vermont,1
760,Memphis Grizzlies,Virginia,1
761,Memphis Grizzlies,Washington,0
762,Memphis Grizzlies,West Virginia,0
763,Memphis Grizzlies,Wisconsin,1
764,Memphis Grizzlies,Wyoming,0
765,Miami Heat,Alabama,2
766,Miami Heat,Alaska,0
767,Miami Heat,Arizona,0
768,Miami Heat,Arkansas,1
769,Miami Heat,California,8
770,Miami Heat,Colorado,1
771,Miami Heat,Connecticut,1
772,Miami Heat,Delaware,2
773,Miami Heat,Florida,82
774,Miami Heat,Georgia,3
775,Miami Heat,Hawaii,0
776,Miami Heat,Idaho,0
777,Miami Heat,Illinois,0
778,Miami Heat,Indiana,2
779,Miami Heat,Iowa,1
780,Miami Heat,Kansas,0
781,Miami Heat,Kentucky,1
782,Miami Heat,Louisiana,1
783,Miami Heat,Maine,0
784,Miami Heat,Maryland,1
785,Miami Heat,Massachusetts,1
786,Miami Heat,Michigan,1
787,Miami Heat,Minnesota,0
788,Miami Heat,Mississippi,0
789,Miami Heat,Missouri,0
790,Miami Heat,Montana,0
791,Miami Heat,Nebraska,0
792,Miami Heat,Nevada,0
793,Miami Heat,New Hampshire,0
794,Miami Heat,New Jersey,6
795,Miami Heat,New Mexico,0
796,Miami Heat,New York,9
797,Miami Heat,North Carolina,3
798,Miami Heat,North Dakota,0
799,Miami Heat,Ohio,2
800,Miami Heat,Oklahoma,0
801,Miami Heat,Oregon,0
802,Miami Heat,Other,72
803,Miami Heat,Pennsylvania,3
804,Miami Heat,Rhode Island,0
805,Miami Heat,South Carolina,1
806,Miami Heat,South Dakota,0
807,Miami Heat,Tennessee,1
808,Miami Heat,Texas,1
809,Miami Heat,Utah,1
810,Miami Heat,Vermont,1
811,Miami Heat,Virginia,2
812,Miami Heat,Washington,1
813,Miami Heat,West Virginia,0
814,Miami Heat,Wisconsin,1
815,Miami Heat,Wyoming,0
816,Milwaukee Bucks,Alabama,1
817,Milwaukee Bucks,Alaska,2
818,Milwaukee Bucks,Arizona,0
819,Milwaukee Bucks,Arkansas,0
820,Milwaukee Bucks,California,7
821,Milwaukee Bucks,Colorado,0
822,Milwaukee Bucks,Connecticut,2
823,Milwaukee Bucks,Delaware,0
824,Milwaukee Bucks,Florida,1
825,Milwaukee Bucks,Georgia,3
826,Milwaukee Bucks,Hawaii,0
827,Milwaukee Bucks,Idaho,0
828,Milwaukee Bucks,Illinois,9
829,Milwaukee Bucks,Indiana,1
830,Milwaukee Bucks,Iowa,1
831,Milwaukee Bucks,Kansas,2
832,Milwaukee Bucks,Kentucky,1
833,Milwaukee Bucks,Louisiana,2
834,Milwaukee Bucks,Maine,0
835,Milwaukee Bucks,Maryland,0
836,Milwaukee Bucks,Massachusetts,1
837,Milwaukee Bucks,Michigan,2
838,Milwaukee Bucks,Minnesota,7
839,Milwaukee Bucks,Mississippi,0
840,Milwaukee Bucks,Missouri,2
841,Milwaukee Bucks,Montana,0
842,Milwaukee Bucks,Nebraska,1
843,Milwaukee Bucks,Nevada,0
844,Milwaukee Bucks,New Hampshire,0
845,Milwaukee Bucks,New Jersey,4
846,Milwaukee Bucks,New Mexico,0
847,Milwaukee Bucks,New York,5
848,Milwaukee Bucks,North Carolina,3
849,Milwaukee Bucks,North Dakota,0
850,Milwaukee Bucks,Ohio,2
851,Milwaukee Bucks,Oklahoma,0
852,Milwaukee Bucks,Oregon,1
853,Milwaukee Bucks,Other,48
854,Milwaukee Bucks,Pennsylvania,2
855,Milwaukee Bucks,Rhode Island,0
856,Milwaukee Bucks,South Carolina,0
857,Milwaukee Bucks,South Dakota,0
858,Milwaukee Bucks,Tennessee,1
859,Milwaukee Bucks,Texas,1
860,Milwaukee Bucks,Utah,1
861,Milwaukee Bucks,Vermont,1
862,Milwaukee Bucks,Virginia,5
863,Milwaukee Bucks,Washington,3
864,Milwaukee Bucks,West Virginia,0
865,Milwaukee Bucks,Wisconsin,110
866,Milwaukee Bucks,Wyoming,0
867,Minnesota Timberwolves,Alabama,1
868,Minnesota Timberwolves,Alaska,2
869,Minnesota Timberwolves,Arizona,0
870,Minnesota Timberwolves,Arkansas,0
871,Minnesota Timberwolves,California,11
872,Minnesota Timberwolves,Colorado,2
873,Minnesota Timberwolves,Connecticut,2
874,Minnesota Timberwolves,Delaware,0
875,Minnesota Timberwolves,Florida,5
876,Minnesota Timberwolves,Georgia,1
877,Minnesota Timberwolves,Hawaii,0
878,Minnesota Timberwolves,Idaho,0
879,Minnesota Timberwolves,Illinois,2
880,Minnesota Timberwolves,Indiana,0
881,Minnesota Timberwolves,Iowa,3
882,Minnesota Timberwolves,Kansas,1
883,Minnesota Timberwolves,Kentucky,3
884,Minnesota Timberwolves,Louisiana,0
885,Minnesota Timberwolves,Maine,0
886,Minnesota Timberwolves,Maryland,2
887,Minnesota Timberwolves,Massachusetts,0
888,Minnesota Timberwolves,Michigan,1
889,Minnesota Timberwolves,Minnesota,95
890,Minnesota Timberwolves,Mississippi,0
891,Minnesota Timberwolves,Missouri,3
892,Minnesota Timberwolves,Montana,0
893,Minnesota Timberwolves,Nebraska,4
894,Minnesota Timberwolves,Nevada,0
895,Minnesota Timberwolves,New Hampshire,0
896,Minnesota Timberwolves,New Jersey,4
897,Minnesota Timberwolves,New Mexico,0
898,Minnesota Timberwolves,New York,5
899,Minnesota Timberwolves,North Carolina,1
900,Minnesota Timberwolves,North Dakota,2
901,Minnesota Timberwolves,Ohio,0
902,Minnesota Timberwolves,Oklahoma,0
903,Minnesota Timberwolves,Oregon,1
904,Minnesota Timberwolves,Other,87
905,Minnesota Timberwolves,Pennsylvania,2
906,Minnesota Timberwolves,Rhode Island,0
907,Minnesota Timberwolves,South Carolina,0
908,Minnesota Timberwolves,South Dakota,1
909,Minnesota Timberwolves,Tennessee,2
910,Minnesota Timberwolves,Texas,3
911,Minnesota Timberwolves,Utah,1
912,Minnesota Timberwolves,Vermont,0
913,Minnesota Timberwolves,Virginia,1
914,Minnesota Timberwolves,Washington,5
915,Minnesota Timberwolves,West Virginia,0
916,Minnesota Timberwolves,Wisconsin,2
917,Minnesota Timberwolves,Wyoming,0
918,New Orleans Pelicans,Alabama,0
919,New Orleans Pelicans,Alaska,1
920,New Orleans Pelicans,Arizona,0
921,New Orleans Pelicans,Arkansas,0
922,New Orleans Pelicans,California,1
923,New Orleans Pelicans,Colorado,0
924,New Orleans Pelicans,Connecticut,0
925,New Orleans Pelicans,Delaware,0
926,New Orleans Pelicans,Florida,0
927,New Orleans Pelicans,Georgia,2
928,New Orleans Pelicans,Hawaii,0
929,New Orleans Pelicans,Idaho,0
930,New Orleans Pelicans,Illinois,1
931,New Orleans Pelicans,Indiana,0
932,New Orleans Pelicans,Iowa,0
933,New Orleans Pelicans,Kansas,0
934,New Orleans Pelicans,Kentucky,1
935,New Orleans Pelicans,Louisiana,19
936,New Orleans Pelicans,Maine,0
937,New Orleans Pelicans,Maryland,1
938,New Orleans Pelicans,Massachusetts,0
939,New Orleans Pelicans,Michigan,0
940,New Orleans Pelicans,Minnesota,0
941,New Orleans Pelicans,Mississippi,3
942,New Orleans Pelicans,Missouri,0
943,New Orleans Pelicans,Montana,0
944,New Orleans Pelicans,Nebraska,0
945,New Orleans Pelicans,Nevada,0
946,New Orleans Pelicans,New Hampshire,0
947,New Orleans Pelicans,New Jersey,2
948,New Orleans Pelicans,New Mexico,0
949,New Orleans Pelicans,New York,3
950,New Orleans Pelicans,North Carolina,0
951,New Orleans Pelicans,North Dakota,0
952,New Orleans Pelicans,Ohio,1
953,New Orleans Pelicans,Oklahoma,0
954,New Orleans Pelicans,Oregon,0
955,New Orleans Pelicans,Other,10
956,New Orleans Pelicans,Pennsylvania,0
957,New Orleans Pelicans,Rhode Island,1
958,New Orleans Pelicans,South Carolina,0
959,New Orleans Pelicans,South Dakota,0
960,New Orleans Pelicans,Tennessee,1
961,New Orleans Pelicans,Texas,4
962,New Orleans Pelicans,Utah,0
963,New Orleans Pelicans,Vermont,0
964,New Orleans Pelicans,Virginia,0
965,New Orleans Pelicans,Washington,0
966,New Orleans Pelicans,West Virginia,0
967,New Orleans Pelicans,Wisconsin,0
968,New Orleans Pelicans,Wyoming,0
969,New York Knicks,Alabama,3
970,New York Knicks,Alaska,1
971,New York Knicks,Arizona,1
972,New York Knicks,Arkansas,0
973,New York Knicks,California,10
974,New York Knicks,Colorado,1
975,New York Knicks,Connecticut,9
976,New York Knicks,Delaware,0
977,New York Knicks,Florida,6
978,New York Knicks,Georgia,3
979,New York Knicks,Hawaii,1
980,New York Knicks,Idaho,0
981,New York Knicks,Illinois,2
982,New York Knicks,Indiana,0
983,New York Knicks,Iowa,2
984,New York Knicks,Kansas,1
985,New York Knicks,Kentucky,0
986,New York Knicks,Louisiana,2
987,New York Knicks,Maine,0
988,New York Knicks,Maryland,3
989,New York Knicks,Massachusetts,2
990,New York Knicks,Michigan,0
991,New York Knicks,Minnesota,0
992,New York Knicks,Mississippi,0
993,New York Knicks,Missouri,1
994,New York Knicks,Montana,0
995,New York Knicks,Nebraska,0
996,New York Knicks,Nevada,1
997,New York Knicks,New Hampshire,1
998,New York Knicks,New Jersey,31
999,New York Knicks,New Mexico,0
1000,New York Knicks,New York,139
1001,New York Knicks,North Carolina,1
1002,New York Knicks,North Dakota,0
1003,New York Knicks,Ohio,1
1004,New York Knicks,Oklahoma,0
1005,New York Knicks,Oregon,0
1006,New York Knicks,Other,77
1007,New York Knicks,Pennsylvania,6
1008,New York Knicks,Rhode Island,0
1009,New York Knicks,South Carolina,1
1010,New York Knicks,South Dakota,0
1011,New York Knicks,Tennessee,1
1012,New York Knicks,Texas,5
1013,New York Knicks,Utah,0
1014,New York Knicks,Vermont,1
1015,New York Knicks,Virginia,3
1016,New York Knicks,Washington,1
1017,New York Knicks,West Virginia,1
1018,New York Knicks,Wisconsin,0
1019,New York Knicks,Wyoming,0
1020,Oklahoma City Thunder,Alabama,6
1021,Oklahoma City Thunder,Alaska,0
1022,Oklahoma City Thunder,Arizona,1
1023,Oklahoma City Thunder,Arkansas,6
1024,Oklahoma City Thunder,California,25
1025,Oklahoma City Thunder,Colorado,6
1026,Oklahoma City Thunder,Connecticut,4
1027,Oklahoma City Thunder,Delaware,1
1028,Oklahoma City Thunder,Florida,9
1029,Oklahoma City Thunder,Georgia,8
1030,Oklahoma City Thunder,Hawaii,0
1031,Oklahoma City Thunder,Idaho,0
1032,Oklahoma City Thunder,Illinois,4
1033,Oklahoma City Thunder,Indiana,4
1034,Oklahoma City Thunder,Iowa,1
1035,Oklahoma City Thunder,Kansas,12
1036,Oklahoma City Thunder,Kentucky,5
1037,Oklahoma City Thunder,Louisiana,2
1038,Oklahoma City Thunder,Maine,1
1039,Oklahoma City Thunder,Maryland,3
1040,Oklahoma City Thunder,Massachusetts,3
1041,Oklahoma City Thunder,Michigan,4
1042,Oklahoma City Thunder,Minnesota,1
1043,Oklahoma City Thunder,Mississippi,0
1044,Oklahoma City Thunder,Missouri,7
1045,Oklahoma City Thunder,Montana,1
1046,Oklahoma City Thunder,Nebraska,5
1047,Oklahoma City Thunder,Nevada,2
1048,Oklahoma City Thunder,New Hampshire,0
1049,Oklahoma City Thunder,New Jersey,9
1050,Oklahoma City Thunder,New Mexico,2
1051,Oklahoma City Thunder,New York,19
1052,Oklahoma City Thunder,North Carolina,6
1053,Oklahoma City Thunder,North Dakota,0
1054,Oklahoma City Thunder,Ohio,3
1055,Oklahoma City Thunder,Oklahoma,141
1056,Oklahoma City Thunder,Oregon,3
1057,Oklahoma City Thunder,Other,196
1058,Oklahoma City Thunder,Pennsylvania,13
1059,Oklahoma City Thunder,Rhode Island,1
1060,Oklahoma City Thunder,South Carolina,2
1061,Oklahoma City Thunder,South Dakota,1
1062,Oklahoma City Thunder,Tennessee,6
1063,Oklahoma City Thunder,Texas,29
1064,Oklahoma City Thunder,Utah,0
1065,Oklahoma City Thunder,Vermont,0
1066,Oklahoma City Thunder,Virginia,11
1067,Oklahoma City Thunder,Washington,4
1068,Oklahoma City Thunder,West Virginia,2
1069,Oklahoma City Thunder,Wisconsin,2
1070,Oklahoma City Thunder,Wyoming,3
1071,Orlando Magic,Alabama,0
1072,Orlando Magic,Alaska,1
1073,Orlando Magic,Arizona,0
1074,Orlando Magic,Arkansas,0
1075,Orlando Magic,California,0
1076,Orlando Magic,Colorado,0
1077,Orlando Magic,Connecticut,1
1078,Orlando Magic,Delaware,0
1079,Orlando Magic,Florida,30
1080,Orlando Magic,Georgia,0
1081,Orlando Magic,Hawaii,0
1082,Orlando Magic,Idaho,0
1083,Orlando Magic,Illinois,0
1084,Orlando Magic,Indiana,1
1085,Orlando Magic,Iowa,0
1086,Orlando Magic,Kansas,0
1087,Orlando Magic,Kentucky,0
1088,Orlando Magic,Louisiana,0
1089,Orlando Magic,Maine,0
1090,Orlando Magic,Maryland,0
1091,Orlando Magic,Massachusetts,1
1092,Orlando Magic,Michigan,1
1093,Orlando Magic,Minnesota,0
1094,Orlando Magic,Mississippi,1
1095,Orlando Magic,Missouri,0
1096,Orlando Magic,Montana,0
1097,Orlando Magic,Nebraska,0
1098,Orlando Magic,Nevada,0
1099,Orlando Magic,New Hampshire,0
1100,Orlando Magic,New Jersey,0
1101,Orlando Magic,New Mexico,0
1102,Orlando Magic,New York,1
1103,Orlando Magic,North Carolina,0
1104,Orlando Magic,North Dakota,0
1105,Orlando Magic,Ohio,0
1106,Orlando Magic,Oklahoma,0
1107,Orlando Magic,Oregon,0
1108,Orlando Magic,Other,13
1109,Orlando Magic,Pennsylvania,0
1110,Orlando Magic,Rhode Island,0
1111,Orlando Magic,South Carolina,1
1112,Orlando Magic,South Dakota,0
1113,Orlando Magic,Tennessee,0
1114,Orlando Magic,Texas,1
1115,Orlando Magic,Utah,0
1116,Orlando Magic,Vermont,0
1117,Orlando Magic,Virginia,1
1118,Orlando Magic,Washington,0
1119,Orlando Magic,West Virginia,0
1120,Orlando Magic,Wisconsin,0
1121,Orlando Magic,Wyoming,0
1122,Other,Alabama,1
1123,Other,Alaska,0
1124,Other,Arizona,2
1125,Other,Arkansas,0
1126,Other,California,10
1127,Other,Colorado,1
1128,Other,Connecticut,1
1129,Other,Delaware,0
1130,Other,Florida,2
1131,Other,Georgia,1
1132,Other,Hawaii,0
1133,Other,Idaho,0
1134,Other,Illinois,4
1135,Other,Indiana,2
1136,Other,Iowa,0
1137,Other,Kansas,4
1138,Other,Kentucky,2
1139,Other,Louisiana,1
1140,Other,Maine,0
1141,Other,Maryland,3
1142,Other,Massachusetts,0
1143,Other,Michigan,1
1144,Other,Minnesota,1
1145,Other,Mississippi,1
1146,Other,Missouri,1
1147,Other,Montana,1
1148,Other,Nebraska,2
1149,Other,Nevada,1
1150,Other,New Hampshire,1
1151,Other,New Jersey,3
1152,Other,New Mexico,0
1153,Other,New York,9
1154,Other,North Carolina,3
1155,Other,North Dakota,0
1156,Other,Ohio,2
1157,Other,Oklahoma,3
1158,Other,Oregon,1
1159,Other,Other,117
1160,Other,Pennsylvania,3
1161,Other,Rhode Island,1
1162,Other,South Carolina,0
1163,Other,South Dakota,0
1164,Other,Tennessee,0
1165,Other,Texas,5
1166,Other,Utah,0
1167,Other,Vermont,0
1168,Other,Virginia,4
1169,Other,Washington,3
1170,Other,West Virginia,0
1171,Other,Wisconsin,0
1172,Other,Wyoming,1
1173,Philadelphia 76ers,Alabama,0
1174,Philadelphia 76ers,Alaska,0
1175,Philadelphia 76ers,Arizona,1
1176,Philadelphia 76ers,Arkansas,1
1177,Philadelphia 76ers,California,5
1178,Philadelphia 76ers,Colorado,2
1179,Philadelphia 76ers,Connecticut,2
1180,Philadelphia 76ers,Delaware,3
1181,Philadelphia 76ers,Florida,6
1182,Philadelphia 76ers,Georgia,2
1183,Philadelphia 76ers,Hawaii,2
1184,Philadelphia 76ers,Idaho,1
1185,Philadelphia 76ers,Illinois,0
1186,Philadelphia 76ers,Indiana,0
1187,Philadelphia 76ers,Iowa,1
1188,Philadelphia 76ers,Kansas,0
1189,Philadelphia 76ers,Kentucky,1
1190,Philadelphia 76ers,Louisiana,1
1191,Philadelphia 76ers,Maine,0
1192,Philadelphia 76ers,Maryland,1
1193,Philadelphia 76ers,Massachusetts,0
1194,Philadelphia 76ers,Michigan,0
1195,Philadelphia 76ers,Minnesota,0
1196,Philadelphia 76ers,Mississippi,1
1197,Philadelphia 76ers,Missouri,0
1198,Philadelphia 76ers,Montana,0
1199,Philadelphia 76ers,Nebraska,1
1200,Philadelphia 76ers,Nevada,0
1201,Philadelphia 76ers,New Hampshire,1
1202,Philadelphia 76ers,New Jersey,27
1203,Philadelphia 76ers,New Mexico,0
1204,Philadelphia 76ers,New York,5
1205,Philadelphia 76ers,North Carolina,6
1206,Philadelphia 76ers,North Dakota,0
1207,Philadelphia 76ers,Ohio,2
1208,Philadelphia 76ers,Oklahoma,1
1209,Philadelphia 76ers,Oregon,0
1210,Philadelphia 76ers,Other,71
1211,Philadelphia 76ers,Pennsylvania,107
1212,Philadelphia 76ers,Rhode Island,0
1213,Philadelphia 76ers,South Carolina,1
1214,Philadelphia 76ers,South Dakota,0
1215,Philadelphia 76ers,Tennessee,1
1216,Philadelphia 76ers,Texas,3
1217,Philadelphia 76ers,Utah,0
1218,Philadelphia 76ers,Vermont,0
1219,Philadelphia 76ers,Virginia,4
1220,Philadelphia 76ers,Washington,1
1221,Philadelphia 76ers,West Virginia,0
1222,Philadelphia 76ers,Wisconsin,0
1223,Philadelphia 76ers,Wyoming,0
1224,Phoenix Suns,Alabama,0
1225,Phoenix Suns,Alaska,0
1226,Phoenix Suns,Arizona,52
1227,Phoenix Suns,Arkansas,1
1228,Phoenix Suns,California,4
1229,Phoenix Suns,Colorado,0
1230,Phoenix Suns,Connecticut,0
1231,Phoenix Suns,Delaware,0
1232,Phoenix Suns,Florida,0
1233,Phoenix Suns,Georgia,0
1234,Phoenix Suns,Hawaii,0
1235,Phoenix Suns,Idaho,0
1236,Phoenix Suns,Illinois,1
1237,Phoenix Suns,Indiana,1
1238,Phoenix Suns,Iowa,2
1239,Phoenix Suns,Kansas,0
1240,Phoenix Suns,Kentucky,1
1241,Phoenix Suns,Louisiana,0
1242,Phoenix Suns,Maine,0
1243,Phoenix Suns,Maryland,0
1244,Phoenix Suns,Massachusetts,1
1245,Phoenix Suns,Michigan,0
1246,Phoenix Suns,Minnesota,0
1247,Phoenix Suns,Mississippi,0
1248,Phoenix Suns,Missouri,0
1249,Phoenix Suns,Montana,0
1250,Phoenix Suns,Nebraska,0
1251,Phoenix Suns,Nevada,1
1252,Phoenix Suns,New Hampshire,0
1253,Phoenix Suns,New Jersey,0
1254,Phoenix Suns,New Mexico,1
1255,Phoenix Suns,New York,1
1256,Phoenix Suns,North Carolina,1
1257,Phoenix Suns,North Dakota,0
1258,Phoenix Suns,Ohio,1
1259,Phoenix Suns,Oklahoma,0
1260,Phoenix Suns,Oregon,1
1261,Phoenix Suns,Other,27
1262,Phoenix Suns,Pennsylvania,2
1263,Phoenix Suns,Rhode Island,0
1264,Phoenix Suns,South Carolina,0
1265,Phoenix Suns,South Dakota,0
1266,Phoenix Suns,Tennessee,0
1267,Phoenix Suns,Texas,4
1268,Phoenix Suns,Utah,2
1269,Phoenix Suns,Vermont,0
1270,Phoenix Suns,Virginia,0
1271,Phoenix Suns,Washington,3
1272,Phoenix Suns,West Virginia,1
1273,Phoenix Suns,Wisconsin,0
1274,Phoenix Suns,Wyoming,0
1275,Portland Trail Blazers,Alabama,1
1276,Portland Trail Blazers,Alaska,2
1277,Portland Trail Blazers,Arizona,0
1278,Portland Trail Blazers,Arkansas,0
1279,Portland Trail Blazers,California,13
1280,Portland Trail Blazers,Colorado,1
1281,Portland Trail Blazers,Connecticut,0
1282,Portland Trail Blazers,Delaware,0
1283,Portland Trail Blazers,Florida,0
1284,Portland Trail Blazers,Georgia,0
1285,Portland Trail Blazers,Hawaii,0
1286,Portland Trail Blazers,Idaho,0
1287,Portland Trail Blazers,Illinois,1
1288,Portland Trail Blazers,Indiana,2
1289,Portland Trail Blazers,Iowa,0
1290,Portland Trail Blazers,Kansas,1
1291,Portland Trail Blazers,Kentucky,0
1292,Portland Trail Blazers,Louisiana,0
1293,Portland Trail Blazers,Maine,0
1294,Portland Trail Blazers,Maryland,1
1295,Portland Trail Blazers,Massachusetts,1
1296,Portland Trail Blazers,Michigan,0
1297,Portland Trail Blazers,Minnesota,0
1298,Portland Trail Blazers,Mississippi,0
1299,Portland Trail Blazers,Missouri,1
1300,Portland Trail Blazers,Montana,1
1301,Portland Trail Blazers,Nebraska,3
1302,Portland Trail Blazers,Nevada,1
1303,Portland Trail Blazers,New Hampshire,0
1304,Portland Trail Blazers,New Jersey,0
1305,Portland Trail Blazers,New Mexico,0
1306,Portland Trail Blazers,New York,1
1307,Portland Trail Blazers,North Carolina,1
1308,Portland Trail Blazers,North Dakota,0
1309,Portland Trail Blazers,Ohio,1
1310,Portland Trail Blazers,Oklahoma,0
1311,Portland Trail Blazers,Oregon,95
1312,Portland Trail Blazers,Other,43
1313,Portland Trail Blazers,Pennsylvania,1
1314,Portland Trail Blazers,Rhode Island,0
1315,Portland Trail Blazers,South Carolina,2
1316,Portland Trail Blazers,South Dakota,1
1317,Portland Trail Blazers,Tennessee,1
1318,Portland Trail Blazers,Texas,3
1319,Portland Trail Blazers,Utah,1
1320,Portland Trail Blazers,Vermont,0
1321,Portland Trail Blazers,Virginia,2
1322,Portland Trail Blazers,Washington,23
1323,Portland Trail Blazers,West Virginia,0
1324,Portland Trail Blazers,Wisconsin,0
1325,Portland Trail Blazers,Wyoming,0
1326,Sacramento Kings,Alabama,0
1327,Sacramento Kings,Alaska,0
1328,Sacramento Kings,Arizona,0
1329,Sacramento Kings,Arkansas,1
1330,Sacramento Kings,California,65
1331,Sacramento Kings,Colorado,1
1332,Sacramento Kings,Connecticut,1
1333,Sacramento Kings,Delaware,0
1334,Sacramento Kings,Florida,0
1335,Sacramento Kings,Georgia,1
1336,Sacramento Kings,Hawaii,0
1337,Sacramento Kings,Idaho,0
1338,Sacramento Kings,Illinois,0
1339,Sacramento Kings,Indiana,1
1340,Sacramento Kings,Iowa,0
1341,Sacramento Kings,Kansas,0
1342,Sacramento Kings,Kentucky,0
1343,Sacramento Kings,Louisiana,0
1344,Sacramento Kings,Maine,0
1345,Sacramento Kings,Maryland,0
1346,Sacramento Kings,Massachusetts,1
1347,Sacramento Kings,Michigan,0
1348,Sacramento Kings,Minnesota,1
1349,Sacramento Kings,Mississippi,0
1350,Sacramento Kings,Missouri,0
1351,Sacramento Kings,Montana,0
1352,Sacramento Kings,Nebraska,0
1353,Sacramento Kings,Nevada,0
1354,Sacramento Kings,New Hampshire,0
1355,Sacramento Kings,New Jersey,0
1356,Sacramento Kings,New Mexico,0
1357,Sacramento Kings,New York,0
1358,Sacramento Kings,North Carolina,1
1359,Sacramento Kings,North Dakota,0
1360,Sacramento Kings,Ohio,1
1361,Sacramento Kings,Oklahoma,0
1362,Sacramento Kings,Oregon,2
1363,Sacramento Kings,Other,10
1364,Sacramento Kings,Pennsylvania,1
1365,Sacramento Kings,Rhode Island,1
1366,Sacramento Kings,South Carolina,0
1367,Sacramento Kings,South Dakota,0
1368,Sacramento Kings,Tennessee,0
1369,Sacramento Kings,Texas,0
1370,Sacramento Kings,Utah,1
1371,Sacramento Kings,Vermont,0
1372,Sacramento Kings,Virginia,2
1373,Sacramento Kings,Washington,1
1374,Sacramento Kings,West Virginia,0
1375,Sacramento Kings,Wisconsin,0
1376,Sacramento Kings,Wyoming,0
1377,San Antonio Spurs,Alabama,3
1378,San Antonio Spurs,Alaska,1
1379,San Antonio Spurs,Arizona,1
1380,San Antonio Spurs,Arkansas,3
1381,San Antonio Spurs,California,17
1382,San Antonio Spurs,Colorado,4
1383,San Antonio Spurs,Connecticut,6
1384,San Antonio Spurs,Delaware,1
1385,San Antonio Spurs,Florida,2
1386,San Antonio Spurs,Georgia,3
1387,San Antonio Spurs,Hawaii,0
1388,San Antonio Spurs,Idaho,0
1389,San Antonio Spurs,Illinois,3
1390,San Antonio Spurs,Indiana,2
1391,San Antonio Spurs,Iowa,0
1392,San Antonio Spurs,Kansas,3
1393,San Antonio Spurs,Kentucky,1
1394,San Antonio Spurs,Louisiana,1
1395,San Antonio Spurs,Maine,0
1396,San Antonio Spurs,Maryland,3
1397,San Antonio Spurs,Massachusetts,2
1398,San Antonio Spurs,Michigan,1
1399,San Antonio Spurs,Minnesota,0
1400,San Antonio Spurs,Mississippi,0
1401,San Antonio Spurs,Missouri,4
1402,San Antonio Spurs,Montana,0
1403,San Antonio Spurs,Nebraska,3
1404,San Antonio Spurs,Nevada,3
1405,San Antonio Spurs,New Hampshire,0
1406,San Antonio Spurs,New Jersey,4
1407,San Antonio Spurs,New Mexico,1
1408,San Antonio Spurs,New York,11
1409,San Antonio Spurs,North Carolina,6
1410,San Antonio Spurs,North Dakota,1
1411,San Antonio Spurs,Ohio,4
1412,San Antonio Spurs,Oklahoma,3
1413,San Antonio Spurs,Oregon,4
1414,San Antonio Spurs,Other,153
1415,San Antonio Spurs,Pennsylvania,5
1416,San Antonio Spurs,Rhode Island,0
1417,San Antonio Spurs,South Carolina,1
1418,San Antonio Spurs,South Dakota,1
1419,San Antonio Spurs,Tennessee,3
1420,San Antonio Spurs,Texas,125
1421,San Antonio Spurs,Utah,4
1422,San Antonio Spurs,Vermont,0
1423,San Antonio Spurs,Virginia,1
1424,San Antonio Spurs,Washington,6
1425,San Antonio Spurs,West Virginia,0
1426,San Antonio Spurs,Wisconsin,0
1427,San Antonio Spurs,Wyoming,1
1428,Seattle Super Sonics,Alabama,1
1429,Seattle Super Sonics,Alaska,0
1430,Seattle Super Sonics,Arizona,1
1431,Seattle Super Sonics,Arkansas,0
1432,Seattle Super Sonics,California,4
1433,Seattle Super Sonics,Colorado,0
1434,Seattle Super Sonics,Connecticut,0
1435,Seattle Super Sonics,Delaware,0
1436,Seattle Super Sonics,Florida,0
1437,Seattle Super Sonics,Georgia,0
1438,Seattle Super Sonics,Hawaii,0
1439,Seattle Super Sonics,Idaho,1
1440,Seattle Super Sonics,Illinois,0
1441,Seattle Super Sonics,Indiana,0
1442,Seattle Super Sonics,Iowa,1
1443,Seattle Super Sonics,Kansas,0
1444,Seattle Super Sonics,Kentucky,0
1445,Seattle Super Sonics,Louisiana,1
1446,Seattle Super Sonics,Maine,0
1447,Seattle Super Sonics,Maryland,1
1448,Seattle Super Sonics,Massachusetts,1
1449,Seattle Super Sonics,Michigan,1
1450,Seattle Super Sonics,Minnesota,1
1451,Seattle Super Sonics,Mississippi,0
1452,Seattle Super Sonics,Missouri,1
1453,Seattle Super Sonics,Montana,0
1454,Seattle Super Sonics,Nebraska,1
1455,Seattle Super Sonics,Nevada,0
1456,Seattle Super Sonics,New Hampshire,0
1457,Seattle Super Sonics,New Jersey,0
1458,Seattle Super Sonics,New Mexico,1
1459,Seattle Super Sonics,New York,1
1460,Seattle Super Sonics,North Carolina,0
1461,Seattle Super Sonics,North Dakota,0
1462,Seattle Super Sonics,Ohio,1
1463,Seattle Super Sonics,Oklahoma,0
1464,Seattle Super Sonics,Oregon,2
